,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
1205,1067506.0,3394700.0,342033.0,2247766.0,769228.0,1638519.0,508843.0,832149.0
1206,1068461.0,3366603.0,312629.0,2233278.0,771916.0,1638699.0,508691.0,832453.0
1207,1068541.0,3385878.0,331924.0,2230213.0,774771.0,1636704.0,509083.0,831803.0
1208,1067963.0,3366735.0,337963.0,2262583.0,767270.0,1635423.0,508596.0,832771.0
1209,1068594.0,3363087.0,353476.0,2267857.0,766644.0,1623324.0,508789.0,832384.0
1210,1069032.0,3398965.0,333359.0,2253783.0,763863.0,1630878.0,509339.0,831972.0
1211,1068595.0,3395453.0,320697.0,2235057.0,761074.0,1630743.0,509330.0,832567.0
1212,1069176.0,3378876.0,325283.0,2232105.0,766161.0,1638686.0,509403.0,832150.0
1213,1068770.0,3372592.0,336732.0,2244330.0,766559.0,1646215.0,509137.0,831748.0
1214,1068488.0,3407904.0,373171.0,2283460.0,762795.0,1634173.0,509481.0,832347.0
1215,1069827.0,3393593.0,337920.0,2264893.0,759464.0,1635451.0,509716.0,832257.0
1216,1068394.0,3372344.0,342417.0,2273308.0,772837.0,1634829.0,509045.0,832119.0
1217,1067490.0,3379443.0,335956.0,2235937.0,773570.0,1635862.0,508838.0,832298.0
1218,1068268.0,3375793.0,318991.0,2206004.0,773858.0,1640037.0,509341.0,831544.0
1219,1069569.0,3373904.0,330992.0,2205955.0,759374.0,1631382.0,509453.0,832347.0
1220,1068584.0,3368963.0,312326.0,2212487.0,762611.0,1632852.0,508963.0,832733.0
1221,1068221.0,3402185.0,347815.0,2256966.0,769351.0,1636471.0,509241.0,832096.0
1222,1067275.0,3350101.0,332633.0,2246035.0,767589.0,1627808.0,508594.0,832286.0
1223,1067694.0,3368211.0,343437.0,2266480.0,764497.0,1634027.0,509018.0,832558.0
1224,1068538.0,3382550.0,351991.0,2253210.0,765795.0,1637876.0,508853.0,832289.0
1225,1067605.0,3367243.0,324120.0,2247313.0,761783.0,1632494.0,508965.0,832957.0
1226,1068532.0,3377532.0,326042.0,2250042.0,770528.0,1631217.0,509657.0,832186.0
1227,1069561.0,3377820.0,323479.0,2253312.0,777668.0,1637595.0,509255.0,832482.0
1228,1068195.0,3379247.0,343315.0,2251476.0,775824.0,1638486.0,509470.0,831567.0
1229,1067657.0,3380336.0,333255.0,2224654.0,768306.0,1643750.0,508663.0,832599.0
1230,1069012.0,3379844.0,340756.0,2233774.0,762948.0,1638396.0,509264.0,832324.0
1231,1068490.0,3378451.0,326107.0,2255830.0,757424.0,1632007.0,509269.0,831849.0
1232,1069255.0,3361379.0,340346.0,2250251.0,765877.0,1636768.0,509573.0,832330.0
1233,1068193.0,3382379.0,349272.0,2231765.0,768721.0,1639387.0,509348.0,831412.0
1234,1068381.0,3365607.0,336839.0,2236008.0,771291.0,1646815.0,509040.0,831867.0
1235,1067729.0,3361729.0,314909.0,2251974.0,770257.0,1645808.0,509440.0,832251.0
1236,1068460.0,3365408.0,345706.0,2265186.0,764207.0,1634697.0,508929.0,832805.0
1237,1069803.0,3361795.0,369485.0,2301444.0,761176.0,1629065.0,508991.0,832310.0
1238,1067677.0,3392334.0,349834.0,2272833.0,767302.0,1630684.0,508814.0,832086.0
1239,1068973.0,3378459.0,343787.0,2225945.0,765917.0,1636045.0,509571.0,832451.0
1240,1069000.0,3363853.0,358960.0,2248171.0,775158.0,1638057.0,509180.0,832738.0
1241,1068202.0,3346110.0,344971.0,2223010.0,768807.0,1634684.0,509595.0,831942.0
1242,1068652.0,3385366.0,313974.0,2222101.0,762223.0,1637723.0,508973.0,832170.0
1243,1069030.0,3376747.0,331193.0,2252148.0,760879.0,1623546.0,508792.0,832200.0
1244,1068713.0,3374147.0,331566.0,2248267.0,767932.0,1634301.0,509739.0,832375.0
1245,1068295.0,3364661.0,321644.0,2235501.0,770058.0,1643864.0,509122.0,832454.0
1246,1068491.0,3386168.0,341848.0,2238205.0,759519.0,1636309.0,509495.0,832861.0
1247,1068887.0,3364337.0,334878.0,2266614.0,764506.0,1627160.0,509521.0,832957.0
1248,1068338.0,3360059.0,344995.0,2255436.0,772257.0,1634856.0,509124.0,832327.0
1249,1069211.0,3375818.0,332903.0,2244326.0,762256.0,1637991.0,509313.0,832667.0
1250,1068295.0,3374772.0,339105.0,2244284.0,763334.0,1628049.0,508980.0,832446.0
1251,1068587.0,3391641.0,319965.0,2264297.0,769132.0,1636804.0,509634.0,832518.0
1252,1068760.0,3370253.0,345454.0,2248883.0,776474.0,1635284.0,509586.0,832243.0
1253,1068776.0,3340794.0,347461.0,2210763.0,762984.0,1630586.0,509501.0,832515.0
1254,1069292.0,3375813.0,355958.0,2243897.0,770328.0,1633652.0,509685.0,833157.0
1255,1069280.0,3374853.0,326141.0,2261087.0,775523.0,1637114.0,509421.0,832251.0
1256,1068784.0,3394602.0,330341.0,2251550.0,771120.0,1634994.0,509329.0,832458.0
1257,1068843.0,3337256.0,295076.0,2208775.0,762606.0,1636450.0,508893.0,832113.0
1258,1067630.0,3381675.0,318922.0,2220594.0,767034.0,1633883.0,508550.0,831248.0
1259,1068424.0,3391970.0,338251.0,2251755.0,771266.0,1632860.0,509626.0,832129.0
1260,1069483.0,3334545.0,338961.0,2264271.0,757564.0,1629793.0,509685.0,832241.0
1261,1067680.0,3395954.0,348165.0,2271336.0,766286.0,1632877.0,509281.0,832043.0
1262,1067836.0,3365194.0,333965.0,2252539.0,774138.0,1641464.0,508497.0,832059.0
1263,1068171.0,3356772.0,329447.0,2200891.0,762995.0,1634541.0,509189.0,831758.0
1264,1068365.0,3393772.0,350681.0,2251859.0,759664.0,1627765.0,509801.0,833253.0
1265,1068678.0,3380822.0,327996.0,2237513.0,763723.0,1639197.0,509224.0,831932.0
1266,1067809.0,3378298.0,347856.0,2257640.0,773487.0,1639731.0,509678.0,832173.0
1267,1068582.0,3368508.0,334516.0,2208418.0,772126.0,1632867.0,509247.0,832356.0
1268,1068682.0,3353651.0,286055.0,2210696.0,771730.0,1643928.0,508921.0,831882.0
1269,1068684.0,3404590.0,323001.0,2201830.0,759466.0,1628291.0,509295.0,832290.0
1270,1068888.0,3388464.0,347816.0,2271299.0,766213.0,1630117.0,509090.0,832589.0
1271,1068866.0,3372008.0,337566.0,2254080.0,775372.0,1635670.0,509395.0,832625.0
1272,1068980.0,3364013.0,319293.0,2237249.0,757439.0,1620605.0,509300.0,832453.0
1273,1069357.0,3370556.0,345111.0,2270031.0,757925.0,1635932.0,509389.0,832122.0
1274,1068687.0,3375358.0,334855.0,2273177.0,772078.0,1636160.0,508553.0,832522.0
1275,1068771.0,3401711.0,364290.0,2269472.0,768482.0,1642257.0,508647.0,832098.0
1276,1068150.0,3386938.0,352049.0,2225814.0,758721.0,1631588.0,509377.0,832176.0
1277,1068066.0,3360077.0,321478.0,2218487.0,768056.0,1632660.0,509434.0,832619.0
1278,1069074.0,3378729.0,316973.0,2221776.0,771251.0,1635529.0,509289.0,832271.0
1279,1067333.0,3377703.0,337563.0,2231096.0,769880.0,1637738.0,508602.0,832820.0
1280,1069059.0,3348302.0,320643.0,2214873.0,760777.0,1624182.0,509655.0,832455.0
1281,1068418.0,3360097.0,320080.0,2252024.0,765651.0,1637637.0,508847.0,832696.0
1282,1067687.0,3393799.0,353633.0,2281160.0,774577.0,1646591.0,509271.0,832613.0
1283,1068295.0,3402714.0,329197.0,2242552.0,771140.0,1638040.0,508824.0,831926.0
1284,1068763.0,3359000.0,318482.0,2238689.0,756938.0,1626188.0,509032.0,833152.0
1285,1069418.0,3372480.0,315336.0,2241623.0,773706.0,1633440.0,509648.0,832579.0
1286,1068455.0,3366864.0,337125.0,2265441.0,776071.0,1633870.0,509635.0,832336.0
1287,1067941.0,3388472.0,347832.0,2257680.0,773006.0,1635837.0,509005.0,832521.0
1288,1068572.0,3364519.0,308652.0,2219565.0,759674.0,1628377.0,509824.0,832159.0
1289,1068229.0,3364250.0,321414.0,2234403.0,767298.0,1634085.0,508918.0,831919.0
1290,1068777.0,3387714.0,338536.0,2247184.0,773383.0,1639679.0,508945.0,831914.0
1291,1067995.0,3365976.0,326246.0,2229418.0,764789.0,1628041.0,508974.0,832086.0
1292,1068733.0,3386361.0,335691.0,2244952.0,765490.0,1629696.0,509247.0,832384.0
1293,1068230.0,3367712.0,346993.0,2241782.0,772971.0,1641272.0,509256.0,831943.0
1294,1068060.0,3364883.0,345255.0,2227130.0,767207.0,1637498.0,509180.0,832134.0
1295,1068609.0,3362765.0,327321.0,2245371.0,773806.0,1640349.0,508953.0,831869.0
1296,1067628.0,3363468.0,343128.0,2255334.0,769723.0,1644259.0,509398.0,832384.0
1297,1069084.0,3387580.0,349238.0,2261377.0,765639.0,1639336.0,509451.0,832618.0
1298,1069027.0,3365098.0,332293.0,2243545.0,765929.0,1629335.0,509302.0,832232.0
1299,1068450.0,3361831.0,341799.0,2214425.0,772798.0,1635374.0,509394.0,832698.0
1300,1068352.0,3394194.0,353304.0,2241399.0,768288.0,1641080.0,509132.0,832053.0
1301,1068997.0,3381350.0,348142.0,2240201.0,764410.0,1633602.0,509397.0,832196.0
1302,1068992.0,3349399.0,319708.0,2233946.0,766094.0,1634536.0,509413.0,832317.0
1303,1069098.0,3359375.0,328897.0,2198514.0,768044.0,1641908.0,508904.0,832192.0
1304,1068387.0,3350607.0,296916.0,2203179.0,764454.0,1638044.0,509724.0,831806.0
1305,1068527.0,3362704.0,309720.0,2207636.0,777259.0,1639140.0,509859.0,832837.0
1306,1068174.0,3365662.0,339888.0,2282382.0,773805.0,1640048.0,508897.0,832181.0
1307,1067840.0,3362224.0,341915.0,2272235.0,771466.0,1643656.0,509334.0,832102.0
1308,1067959.0,3374871.0,320803.0,2271788.0,764703.0,1637708.0,509275.0,832594.0
1309,1068353.0,3374115.0,340708.0,2252084.0,764470.0,1632219.0,509877.0,832407.0
1310,1069413.0,3370765.0,321893.0,2242578.0,758710.0,1625459.0,509490.0,832930.0
1311,1068548.0,3378541.0,311706.0,2243612.0,761248.0,1631771.0,509498.0,832449.0
1312,1068868.0,3359728.0,342567.0,2241213.0,760413.0,1632818.0,509644.0,832567.0
1313,1068548.0,3362102.0,333267.0,2235409.0,760052.0,1626509.0,508768.0,832673.0
1314,1068947.0,3396327.0,331605.0,2236790.0,756815.0,1624436.0,509202.0,832145.0
1315,1068609.0,3378207.0,302413.0,2206916.0,757075.0,1627168.0,509034.0,832293.0
1316,1068445.0,3356543.0,354385.0,2220881.0,762564.0,1637875.0,508603.0,832121.0
1317,1068825.0,3350406.0,327739.0,2251526.0,772087.0,1642203.0,509586.0,832944.0
1318,1068611.0,3375672.0,330833.0,2252676.0,771726.0,1635355.0,509370.0,831643.0
1319,1068792.0,3381831.0,336099.0,2255524.0,760933.0,1631623.0,508980.0,832195.0
1320,1069360.0,3378450.0,348192.0,2236757.0,759554.0,1636002.0,509277.0,832015.0
1321,1068177.0,3365753.0,341186.0,2237342.0,759630.0,1629113.0,509463.0,831945.0
1322,1067788.0,3383998.0,316131.0,2281705.0,753758.0,1624556.0,508693.0,832915.0
1323,1068515.0,3356752.0,336373.0,2245410.0,761412.0,1632907.0,509839.0,832476.0
1324,1067570.0,3376687.0,326057.0,2238730.0,771477.0,1630292.0,509073.0,832813.0
1325,1067918.0,3379826.0,341431.0,2218528.0,771079.0,1636317.0,508694.0,832677.0
1326,1068513.0,3364689.0,342099.0,2250017.0,770403.0,1636879.0,509983.0,832862.0
1327,1068451.0,3362237.0,342439.0,2230993.0,771058.0,1638804.0,509470.0,832005.0
1328,1068560.0,3372090.0,337700.0,2234740.0,773887.0,1634382.0,509495.0,832017.0
1329,1068874.0,3384753.0,336533.0,2223064.0,768588.0,1642503.0,509091.0,832343.0
1330,1067829.0,3403050.0,350232.0,2271112.0,774603.0,1639592.0,509360.0,832185.0
1331,1068468.0,3401282.0,341536.0,2262484.0,772143.0,1636619.0,509554.0,832109.0
1332,1068893.0,3381569.0,330739.0,2230991.0,762241.0,1639255.0,509389.0,831938.0
1333,1068244.0,3370708.0,316418.0,2212741.0,760940.0,1625543.0,508562.0,832221.0
1334,1068868.0,3378372.0,343901.0,2256439.0,761573.0,1630163.0,509458.0,831455.0
1335,1068825.0,3388139.0,355782.0,2233228.0,759469.0,1626622.0,509528.0,832237.0
1336,1068250.0,3398579.0,326986.0,2247430.0,765792.0,1629751.0,509281.0,832202.0
1337,1069254.0,3362671.0,321795.0,2200420.0,761899.0,1634310.0,509765.0,832546.0
1338,1068168.0,3347531.0,315355.0,2219964.0,766942.0,1631836.0,509182.0,832229.0
1339,1068148.0,3395690.0,335692.0,2246736.0,772687.0,1637807.0,509049.0,832425.0
1340,1067587.0,3374132.0,317040.0,2215081.0,773576.0,1639815.0,509133.0,832693.0
1341,1067771.0,3391904.0,345351.0,2246169.0,763341.0,1640016.0,508905.0,832514.0
1342,1068956.0,3388448.0,335912.0,2227561.0,758783.0,1622955.0,508862.0,832335.0
1343,1068667.0,3340733.0,340905.0,2247417.0,761649.0,1629462.0,509352.0,832672.0
1344,1068039.0,3373337.0,342847.0,2242331.0,770693.0,1634450.0,509506.0,832547.0
1345,1069463.0,3399830.0,349550.0,2257493.0,772705.0,1640644.0,509677.0,832117.0
1346,1068039.0,3351309.0,323209.0,2250195.0,769941.0,1647124.0,508930.0,832266.0
1347,1068638.0,3375020.0,350893.0,2246955.0,774239.0,1642480.0,509761.0,832347.0
1348,1068019.0,3356963.0,283728.0,2221540.0,771108.0,1643395.0,509332.0,832012.0
1349,1067774.0,3375037.0,325323.0,2237061.0,771648.0,1642488.0,509002.0,832065.0
1350,1068688.0,3370180.0,336501.0,2255554.0,769769.0,1636504.0,509653.0,831667.0
1351,1068925.0,3381976.0,347741.0,2245809.0,760511.0,1627044.0,509320.0,832562.0
1352,1068730.0,3351507.0,337850.0,2258847.0,764821.0,1625090.0,509484.0,831779.0
1353,1068853.0,3388002.0,362137.0,2269713.0,755900.0,1638029.0,509818.0,832569.0
1354,1067630.0,3380363.0,324675.0,2230409.0,767383.0,1633296.0,509020.0,832550.0
1355,1068622.0,3366510.0,311345.0,2212637.0,770123.0,1631663.0,509355.0,832412.0
1356,1068568.0,3341646.0,276773.0,2202105.0,768281.0,1629189.0,509243.0,832012.0
1357,1069087.0,3370451.0,313360.0,2215983.0,772056.0,1640509.0,509587.0,832177.0
1358,1068731.0,3375406.0,324751.0,2203263.0,772168.0,1642847.0,509399.0,832593.0
1359,1069100.0,3381135.0,335683.0,2256450.0,758486.0,1636101.0,509316.0,832465.0
1360,1068963.0,3358125.0,331170.0,2231096.0,761672.0,1626545.0,509175.0,831929.0
1361,1069437.0,3370474.0,357142.0,2246477.0,756591.0,1629852.0,509969.0,832375.0
1362,1068302.0,3365276.0,329993.0,2226030.0,760174.0,1629596.0,509535.0,832586.0
1363,1068216.0,3364533.0,339044.0,2241710.0,765969.0,1630122.0,509673.0,832570.0
1364,1068722.0,3368418.0,324953.0,2198682.0,763563.0,1636238.0,509459.0,832674.0
1365,1070400.0,3397490.0,337571.0,2245410.0,773256.0,1639617.0,509027.0,832175.0
1366,1068601.0,3393597.0,321289.0,2256265.0,767865.0,1640699.0,509768.0,832114.0
1367,1068532.0,3387741.0,355606.0,2252974.0,761604.0,1636866.0,509415.0,832699.0
1368,1068961.0,3370243.0,342860.0,2252799.0,760706.0,1626353.0,509532.0,832671.0
1369,1068560.0,3376182.0,310824.0,2217021.0,772640.0,1633924.0,509130.0,832620.0
1370,1069398.0,3364612.0,336363.0,2229588.0,776424.0,1645877.0,509428.0,832086.0
1371,1068456.0,3339528.0,338717.0,2224556.0,768447.0,1631766.0,509304.0,832301.0
1372,1067972.0,3332969.0,317335.0,2232561.0,762667.0,1625813.0,509199.0,832811.0
1373,1068220.0,3379266.0,370126.0,2264326.0,762176.0,1627048.0,508627.0,831240.0
1374,1067824.0,3394665.0,326680.0,2243480.0,763084.0,1631835.0,509099.0,832139.0
1375,1069100.0,3395124.0,353201.0,2253340.0,763220.0,1632926.0,509382.0,832560.0
1376,1068041.0,3358937.0,336490.0,2241675.0,762371.0,1626882.0,508826.0,832491.0
1377,1068188.0,3357500.0,327392.0,2246317.0,772223.0,1634355.0,509376.0,832387.0
1378,1069107.0,3388288.0,345898.0,2236542.0,770255.0,1629720.0,509069.0,832371.0
1379,1068387.0,3370280.0,345163.0,2232443.0,758276.0,1626958.0,509226.0,831859.0
1380,1068540.0,3361763.0,342124.0,2235372.0,762956.0,1628783.0,509635.0,832672.0
1381,1068003.0,3378601.0,341628.0,2219686.0,768163.0,1636009.0,509103.0,832537.0
1382,1068450.0,3368456.0,328728.0,2208243.0,768430.0,1637039.0,509561.0,832519.0
1383,1068209.0,3357280.0,319756.0,2222903.0,771776.0,1645272.0,509109.0,832171.0
1384,1068797.0,3390986.0,304674.0,2216856.0,758963.0,1629566.0,508780.0,832476.0
1385,1067943.0,3359259.0,355468.0,2254311.0,764718.0,1639519.0,509022.0,831846.0
1386,1068431.0,3334513.0,333567.0,2232805.0,773438.0,1637449.0,509300.0,832405.0
1387,1068789.0,3383599.0,332874.0,2227559.0,765810.0,1645018.0,509253.0,832588.0
1388,1069785.0,3370585.0,310967.0,2229086.0,756765.0,1633352.0,509734.0,832791.0
1389,1069472.0,3388718.0,333075.0,2229695.0,770910.0,1631884.0,509199.0,833032.0
1390,1068575.0,3398640.0,344642.0,2220857.0,770978.0,1644105.0,509219.0,831770.0
1391,1069103.0,3360985.0,316855.0,2239113.0,773562.0,1632391.0,509685.0,832285.0
1392,1068418.0,3370447.0,353541.0,2227692.0,757900.0,1630799.0,508982.0,832390.0
1393,1068339.0,3372792.0,352090.0,2241830.0,768535.0,1631012.0,509185.0,832677.0
1394,1068008.0,3387515.0,341757.0,2248098.0,773408.0,1642020.0,508819.0,832866.0
1395,1068786.0,3366700.0,327055.0,2221290.0,775302.0,1638345.0,509897.0,831749.0
1396,1068764.0,3376149.0,313393.0,2218955.0,758457.0,1627874.0,508974.0,832308.0
1397,1068471.0,3343059.0,305727.0,2195245.0,771314.0,1635731.0,509106.0,832650.0
1398,1069211.0,3379344.0,354772.0,2222074.0,768492.0,1641281.0,509384.0,832492.0
1399,1068169.0,3402500.0,306888.0,2205512.0,763499.0,1641193.0,508689.0,832389.0
1400,1068078.0,3379484.0,328873.0,2272010.0,761568.0,1624379.0,508804.0,832342.0
1401,1068010.0,3394149.0,331550.0,2233578.0,765945.0,1632860.0,509068.0,832542.0
1402,1068818.0,3381323.0,327326.0,2220960.0,774906.0,1636502.0,509332.0,831975.0
1403,1068405.0,3367571.0,333029.0,2248268.0,763420.0,1640012.0,509424.0,832512.0
1404,1069342.0,3380132.0,315527.0,2231993.0,760802.0,1631101.0,509603.0,832750.0
1405,1068767.0,3369699.0,359796.0,2236936.0,766670.0,1643485.0,509778.0,832445.0
1406,1068380.0,3378392.0,337117.0,2235578.0,776907.0,1641122.0,509262.0,832148.0
1407,1068188.0,3356902.0,324582.0,2222066.0,761662.0,1635249.0,508935.0,832107.0
1408,1067648.0,3375493.0,327091.0,2212120.0,760004.0,1625199.0,508884.0,832139.0
1409,1068546.0,3359981.0,357364.0,2218519.0,765339.0,1628674.0,509808.0,832367.0
1410,1069184.0,3371617.0,336836.0,2234734.0,765142.0,1636386.0,509235.0,832800.0
1411,1070192.0,3388498.0,351399.0,2265825.0,773900.0,1641765.0,509988.0,832403.0
1412,1069157.0,3392471.0,322283.0,2247220.0,774706.0,1636497.0,509495.0,832258.0
1413,1068959.0,3378582.0,315486.0,2228101.0,770680.0,1641168.0,509241.0,832639.0
1414,1068510.0,3391466.0,343881.0,2241998.0,759336.0,1631792.0,509543.0,832325.0
1415,1068964.0,3374995.0,347314.0,2224742.0,759751.0,1628981.0,508997.0,833079.0
1416,1068794.0,3351433.0,329251.0,2222827.0,761162.0,1630043.0,509546.0,832450.0
1417,1068602.0,3367445.0,344210.0,2244025.0,764786.0,1627864.0,509085.0,832300.0
1418,1068148.0,3356844.0,329353.0,2238525.0,766814.0,1632926.0,509032.0,832347.0
1419,1067942.0,3372685.0,320078.0,2259450.0,771085.0,1633457.0,509331.0,832827.0
1420,1068697.0,3361565.0,335940.0,2246501.0,769326.0,1634058.0,509406.0,832774.0
1421,1068668.0,3404727.0,377604.0,2295476.0,770856.0,1641092.0,509044.0,832351.0
1422,1068212.0,3385185.0,341499.0,2246420.0,773735.0,1645897.0,508724.0,832175.0
1423,1068921.0,3368970.0,347941.0,2236740.0,766944.0,1638717.0,509473.0,831871.0
1424,1069079.0,3385799.0,346291.0,2237558.0,764172.0,1626161.0,509082.0,832079.0
1425,1069063.0,3378990.0,330066.0,2261585.0,756477.0,1629540.0,509064.0,832117.0
1426,1068747.0,3349112.0,357193.0,2239433.0,762647.0,1626494.0,509175.0,832409.0
1427,1067668.0,3379853.0,342668.0,2241140.0,767812.0,1631186.0,509260.0,832235.0
1428,1068892.0,3386573.0,322055.0,2230495.0,764401.0,1641721.0,508467.0,832210.0
1429,1068508.0,3341727.0,317395.0,2208409.0,766733.0,1637871.0,508761.0,832430.0
1430,1067532.0,3375089.0,344665.0,2269280.0,771011.0,1636673.0,509071.0,832132.0
1431,1068891.0,3390279.0,349253.0,2219676.0,772522.0,1640864.0,509516.0,832721.0
1432,1068914.0,3342395.0,313755.0,2214369.0,772054.0,1634520.0,509790.0,832891.0
1433,1069580.0,3368039.0,320636.0,2214522.0,770516.0,1638739.0,509727.0,832816.0
1434,1069153.0,3360733.0,297874.0,2212687.0,771602.0,1635797.0,509616.0,832986.0
1435,1068762.0,3381627.0,345831.0,2239819.0,765604.0,1631369.0,509941.0,832571.0
1436,1069291.0,3368800.0,327112.0,2269257.0,762261.0,1634024.0,509487.0,832644.0
1437,1068205.0,3359545.0,320707.0,2239640.0,771568.0,1641590.0,509700.0,832156.0
1438,1067926.0,3361136.0,330374.0,2219565.0,768020.0,1637996.0,508946.0,832269.0
1439,1069111.0,3384577.0,330165.0,2261619.0,779860.0,1631567.0,509688.0,832515.0
1440,1068269.0,3358945.0,326590.0,2241004.0,766700.0,1647876.0,509125.0,832084.0
1441,1067962.0,3358802.0,330240.0,2231025.0,777457.0,1636190.0,509250.0,832693.0
1442,1069344.0,3393613.0,344989.0,2222871.0,776597.0,1642088.0,509422.0,831908.0
1443,1067856.0,3348731.0,327611.0,2242023.0,773663.0,1636034.0,508597.0,832320.0
1444,1068088.0,3387513.0,353222.0,2250763.0,772771.0,1637281.0,509781.0,832304.0
1445,1067604.0,3379257.0,348145.0,2249666.0,773629.0,1642984.0,509143.0,832575.0
1446,1069059.0,3358047.0,318733.0,2217338.0,765342.0,1640618.0,509351.0,831778.0
1447,1068753.0,3361390.0,349185.0,2236076.0,764567.0,1643435.0,509799.0,832203.0
1448,1068147.0,3360453.0,328544.0,2246508.0,766165.0,1638488.0,508809.0,832389.0
1449,1069080.0,3366113.0,321509.0,2237678.0,772744.0,1641761.0,509660.0,832139.0
1450,1068561.0,3375706.0,340158.0,2267824.0,775287.0,1637863.0,509512.0,832233.0
1451,1068917.0,3380071.0,314974.0,2225844.0,776600.0,1637314.0,509770.0,832807.0
1452,1069294.0,3377962.0,292547.0,2216155.0,772867.0,1634418.0,509536.0,832212.0
1453,1067888.0,3340487.0,314915.0,2243327.0,770140.0,1643755.0,509155.0,832685.0
1454,1067686.0,3361461.0,352453.0,2237159.0,771951.0,1642090.0,508798.0,832324.0
1455,1069046.0,3366929.0,292256.0,2195699.0,763890.0,1636780.0,509546.0,832214.0
1456,1068408.0,3372435.0,351931.0,2239455.0,765811.0,1627696.0,509142.0,831774.0
1457,1068483.0,3379375.0,320990.0,2264055.0,770986.0,1638878.0,509795.0,832586.0
1458,1069020.0,3380265.0,353615.0,2255808.0,772492.0,1640770.0,509485.0,832452.0
1459,1068915.0,3387122.0,347115.0,2257447.0,772077.0,1637086.0,509552.0,832468.0
1460,1068723.0,3381124.0,323100.0,2229653.0,772280.0,1638468.0,508650.0,831385.0
1461,1068655.0,3369463.0,339607.0,2223241.0,773590.0,1636087.0,509779.0,832290.0
1462,1068298.0,3376454.0,325658.0,2225359.0,771011.0,1641906.0,509416.0,832363.0
1463,1068913.0,3377471.0,318891.0,2241778.0,771298.0,1637594.0,509540.0,832611.0
1464,1068477.0,3353612.0,325731.0,2217583.0,772803.0,1632653.0,509489.0,832602.0
1465,1068329.0,3371707.0,334569.0,2240881.0,777024.0,1635363.0,509424.0,832111.0
1466,1068370.0,3349015.0,338839.0,2258179.0,768450.0,1632496.0,509111.0,832633.0
1467,1069038.0,3387145.0,343506.0,2230994.0,763056.0,1630192.0,510214.0,832691.0
1468,1069324.0,3378931.0,313787.0,2250591.0,761379.0,1635125.0,509818.0,832208.0
1469,1068801.0,3355547.0,343394.0,2249238.0,762549.0,1627695.0,509558.0,832140.0
1470,1068625.0,3396984.0,366321.0,2254205.0,765336.0,1626657.0,509212.0,831707.0
1471,1068664.0,3375850.0,328203.0,2224249.0,775243.0,1636982.0,509151.0,831786.0
1472,1068742.0,3372580.0,305617.0,2231155.0,781284.0,1642251.0,509161.0,832362.0
1473,1069291.0,3356024.0,336375.0,2251180.0,769829.0,1639492.0,509751.0,832846.0
1474,1068942.0,3389972.0,359516.0,2291094.0,763158.0,1631572.0,510126.0,832420.0
1475,1068714.0,3392353.0,346935.0,2260391.0,769008.0,1639965.0,510337.0,832959.0
1476,1069331.0,3382859.0,339907.0,2225610.0,764608.0,1644790.0,509733.0,832390.0
1477,1068035.0,3341903.0,329861.0,2228656.0,767733.0,1633333.0,508637.0,832732.0
1478,1068825.0,3360216.0,322413.0,2201560.0,760838.0,1631230.0,509553.0,832208.0
1479,1069238.0,3367200.0,330700.0,2223205.0,766650.0,1629966.0,509515.0,832931.0
1480,1069176.0,3363041.0,354770.0,2199391.0,767476.0,1633687.0,509747.0,831799.0
1481,1068002.0,3391912.0,336143.0,2230222.0,761052.0,1628229.0,509435.0,831972.0
1482,1068873.0,3364471.0,325478.0,2221198.0,762931.0,1628083.0,508801.0,832053.0
1483,1068747.0,3354966.0,316315.0,2230422.0,769708.0,1632276.0,509067.0,832492.0
1484,1067830.0,3353656.0,328620.0,2256411.0,768448.0,1633874.0,508514.0,832369.0
1485,1068755.0,3393329.0,340885.0,2244112.0,767193.0,1642635.0,509218.0,832050.0
1486,1067474.0,3340903.0,302550.0,2219686.0,770897.0,1636708.0,509070.0,832293.0
1487,1069260.0,3372226.0,304242.0,2221783.0,767785.0,1639282.0,509444.0,832012.0
1488,1069160.0,3367265.0,323617.0,2215389.0,765101.0,1631328.0,509869.0,832516.0
1489,1069137.0,3365804.0,309614.0,2226682.0,766517.0,1640533.0,509255.0,832400.0
1490,1068180.0,3358896.0,316514.0,2227595.0,767497.0,1636149.0,509566.0,831859.0
1491,1068803.0,3331972.0,313531.0,2220168.0,767199.0,1649913.0,509475.0,833011.0
1492,1069366.0,3387642.0,330254.0,2212072.0,768548.0,1643153.0,509548.0,832250.0
1493,1068671.0,3374045.0,285738.0,2214821.0,772998.0,1631215.0,509612.0,832273.0
1494,1068901.0,3381750.0,324061.0,2235649.0,777512.0,1642083.0,509934.0,831796.0
1495,1068956.0,3374173.0,336135.0,2235457.0,772866.0,1638542.0,509670.0,832008.0
1496,1069028.0,3366783.0,304700.0,2218556.0,773491.0,1640868.0,509536.0,832038.0
1497,1068468.0,3372973.0,322319.0,2235044.0,773779.0,1634591.0,509842.0,832667.0
1498,1068323.0,3394578.0,316197.0,2234986.0,775395.0,1640017.0,509736.0,832247.0
1499,1068748.0,3380438.0,326237.0,2218975.0,772551.0,1639910.0,509230.0,832104.0
1500,1067181.0,3370928.0,331838.0,2218875.0,770539.0,1643368.0,508900.0,832130.0
1501,1068631.0,3351569.0,313034.0,2193622.0,774925.0,1639762.0,509434.0,832268.0
