,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
2096,1068879.0,3342450.0,316066.0,2193229.0,765842.0,1631935.0,509127.0,832793.0
2097,1069192.0,3374357.0,339170.0,2240521.0,761268.0,1625809.0,509354.0,833001.0
2098,1070162.0,3365698.0,331480.0,2236724.0,764204.0,1631688.0,509149.0,832859.0
2099,1068679.0,3376617.0,334468.0,2257393.0,767009.0,1637354.0,510163.0,832454.0
2100,1068464.0,3345154.0,298406.0,2219951.0,775262.0,1638065.0,509590.0,833480.0
2101,1067206.0,3378377.0,326251.0,2247873.0,767996.0,1640926.0,509075.0,832768.0
2102,1068647.0,3383507.0,315220.0,2203668.0,769805.0,1640560.0,509024.0,832318.0
2103,1067625.0,3410109.0,340363.0,2289040.0,755912.0,1626057.0,508935.0,832798.0
2104,1069099.0,3363854.0,322127.0,2237907.0,759937.0,1629508.0,509253.0,833126.0
2105,1068172.0,3359841.0,312549.0,2207925.0,760459.0,1635119.0,509123.0,832603.0
2106,1068258.0,3365679.0,292261.0,2198540.0,773643.0,1633374.0,509167.0,832946.0
2107,1068939.0,3361393.0,332809.0,2228333.0,765954.0,1631331.0,509567.0,832784.0
2108,1068947.0,3398553.0,327734.0,2221555.0,768273.0,1633597.0,509899.0,833166.0
2109,1069029.0,3360726.0,313670.0,2233318.0,763742.0,1636589.0,509359.0,833490.0
2110,1068644.0,3369905.0,328554.0,2247041.0,766733.0,1634758.0,509592.0,832794.0
2111,1068256.0,3364073.0,343410.0,2243748.0,764037.0,1634421.0,509235.0,832561.0
2112,1068323.0,3386704.0,347622.0,2214325.0,758507.0,1629386.0,508740.0,832751.0
2113,1069165.0,3359690.0,298499.0,2197646.0,765585.0,1632193.0,509923.0,833150.0
2114,1068827.0,3337194.0,305963.0,2231292.0,770608.0,1636803.0,509304.0,832778.0
2115,1067405.0,3361383.0,312377.0,2218575.0,770191.0,1640509.0,508820.0,832494.0
2116,1068796.0,3339080.0,322663.0,2228339.0,779545.0,1636583.0,509539.0,832747.0
2117,1068849.0,3352184.0,334060.0,2240206.0,765851.0,1630417.0,509708.0,832630.0
2118,1068953.0,3364013.0,351922.0,2208917.0,763159.0,1627943.0,509234.0,832769.0
2119,1069098.0,3360809.0,357880.0,2225213.0,767364.0,1631788.0,509306.0,833449.0
2120,1068224.0,3358964.0,329444.0,2234860.0,773430.0,1634548.0,509219.0,832592.0
2121,1069701.0,3351785.0,305386.0,2208861.0,772579.0,1644489.0,508889.0,832800.0
2122,1068008.0,3353708.0,320572.0,2201426.0,772256.0,1642332.0,508838.0,832912.0
2123,1068871.0,3375856.0,329206.0,2223761.0,767693.0,1634003.0,509047.0,832730.0
2124,1068254.0,3349202.0,315116.0,2236177.0,757437.0,1628884.0,508642.0,832025.0
2125,1069917.0,3384782.0,327024.0,2230916.0,762772.0,1631530.0,509765.0,833378.0
2126,1069139.0,3359327.0,312591.0,2242210.0,771003.0,1639132.0,509640.0,832821.0
2127,1069066.0,3350527.0,308603.0,2230530.0,774721.0,1638856.0,509885.0,832623.0
2128,1068160.0,3324722.0,330990.0,2202706.0,766909.0,1639634.0,509724.0,832606.0
2129,1069014.0,3380408.0,322514.0,2211299.0,759473.0,1626178.0,509530.0,832889.0
2130,1068562.0,3368004.0,306024.0,2189081.0,759435.0,1633477.0,509346.0,832864.0
2131,1069227.0,3385639.0,357404.0,2266475.0,760058.0,1640526.0,509203.0,833051.0
2132,1067777.0,3355656.0,316545.0,2211115.0,767759.0,1635732.0,509342.0,832987.0
2133,1068717.0,3376499.0,337409.0,2219263.0,767198.0,1641358.0,509221.0,833054.0
